Transaction ID,Transaction Date,Transaction Time,Store #,Store Name,Store City,Store State,Region,Register #,Cashier ID,Customer ID,Customer Age Group,Loyalty Member?,Loyalty Tier,Sales Channel,Order Source,SKU,Style #,Product Name,Department,Category,Sub-Category,Brand,Gender / Fit,Size,Color,Material,Season,Collection,Quantity,List Price ($),Unit Selling Price ($),Markdown %,Promotion Code,Gross Sales ($),Discount Amount ($),Net Sales ($),COGS ($),Gross Profit ($),Gross Margin %,Tax Rate %,Sales Tax ($),Shipping Fee ($),Total Collected ($),Payment Method,Return Flag,Return Amount ($),Inventory Location,Stock On Hand After Sale,Receipt Notes
TXN-GRC-116282,2025-08-13,11:55:00,102,Fresh Market,Buffalo,NY,North-East,REG-07,EMP-507,CUST-272829,45-54,No,None,In-Store,iOS App,SKU-FOOD-4959,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,2.49,2.49,0.00,N/A,12.45,0.00,12.45,4.50,7.95,63.86,4.00,0.50,0.00,12.95,Mastercard,No,0.00,Aisle 3,26,
TXN-GRC-116283,2024-08-17,09:31:00,103,Fresh Market,Syracuse,NY,North-East,REG-05,EMP-535,CUST-243525,25-34,Yes,Bronze,In-Store,Android App,SKU-FOOD-4962,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,6.25,6.25,0.00,N/A,6.25,0.00,6.25,3.00,3.25,52.00,4.00,0.25,0.00,6.50,Apple Pay,No,0.00,Aisle 13,74,
TXN-GRC-116284,2024-12-03,22:13:00,103,Fresh Market,Syracuse,NY,North-East,REG-08,EMP-526,CUST-295865,18-24,No,None,In-Store,Website,SKU-FOOD-5528,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,3.99,3.99,0.00,N/A,11.97,0.00,11.97,3.60,8.37,69.92,4.00,0.48,0.00,12.45,EBT,No,0.00,Aisle 20,163,
TXN-GRC-116285,2024-03-08,05:45:00,101,Fresh Market,Rochester,NY,North-East,REG-01,EMP-523,CUST-267004,45-54,Yes,None,BOPIS,POS,SKU-FOOD-4777,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,7.99,7.99,0.00,N/A,39.95,0.00,39.95,20.00,19.95,49.94,4.00,1.60,0.00,41.55,AmEx,No,0.00,Aisle 1,173,
TXN-GRC-116286,2025-03-31,16:29:00,101,Fresh Market,Rochester,NY,North-East,REG-02,EMP-508,CUST-262915,45-54,No,None,BOPIS,Android App,SKU-FOOD-3711,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,5.49,4.94,10.00,SAVE10,9.88,1.10,9.88,3.60,6.28,63.56,4.00,0.40,5.99,16.27,Visa,No,0.00,Aisle 18,53,
TXN-GRC-116287,2025-02-12,06:33:00,102,Fresh Market,Buffalo,NY,North-East,REG-08,EMP-505,CUST-239863,35-44,No,None,Online,POS,SKU-FOOD-6145,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,2.49,1.99,20.00,SAVE10,3.98,1.00,3.98,1.80,2.18,54.77,4.00,0.16,0.00,4.14,Mastercard,No,0.00,Aisle 6,20,
TXN-GRC-116288,2024-03-18,16:32:00,101,Fresh Market,Rochester,NY,North-East,REG-03,EMP-538,CUST-265906,45-54,No,None,Online,Android App,SKU-FOOD-5594,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,3.99,3.99,0.00,N/A,15.96,0.00,15.96,4.80,11.16,69.92,4.00,0.64,0.00,16.60,EBT,No,0.00,Aisle 7,196,
TXN-GRC-116289,2024-06-20,07:27:00,101,Fresh Market,Rochester,NY,North-East,REG-03,EMP-506,CUST-291351,55-64,No,None,In-Store,iOS App,SKU-FOOD-9657,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,2.49,2.24,10.00,SAVE10,8.96,1.00,8.96,3.60,5.36,59.82,4.00,0.36,0.00,9.32,AmEx,No,0.00,Aisle 20,70,
TXN-GRC-116290,2024-12-01,05:38:00,103,Fresh Market,Syracuse,NY,North-East,REG-04,EMP-534,CUST-285253,55-64,No,None,Curbside,Website,SKU-FOOD-5908,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,3.99,3.19,20.00,SAVE10,9.57,2.40,9.57,3.60,5.97,62.38,4.00,0.38,0.00,9.95,Visa,No,0.00,Aisle 10,180,
TXN-GRC-116291,2025-09-28,20:27:00,101,Fresh Market,Rochester,NY,North-East,REG-02,EMP-545,CUST-257606,65+,Yes,Bronze,In-Store,POS,SKU-FOOD-4287,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,2.49,2.49,0.00,N/A,12.45,0.00,12.45,4.50,7.95,63.86,4.00,0.50,0.00,12.95,Visa,No,0.00,Aisle 10,142,
TXN-GRC-116292,2025-05-15,13:32:00,102,Fresh Market,Buffalo,NY,North-East,REG-02,EMP-525,CUST-255545,18-24,Yes,None,In-Store,POS,SKU-FOOD-4605,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,4.50,4.50,0.00,N/A,22.50,0.00,22.50,10.50,12.00,53.33,4.00,0.90,0.00,23.40,Apple Pay,No,0.00,Aisle 15,156,
TXN-GRC-116293,2025-06-24,04:28:00,102,Fresh Market,Buffalo,NY,North-East,REG-05,EMP-550,CUST-258003,65+,No,None,In-Store,Website,SKU-FOOD-9104,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,2.49,2.49,0.00,N/A,4.98,0.00,4.98,1.80,3.18,63.86,4.00,0.20,0.00,5.18,EBT,No,0.00,Aisle 9,26,
TXN-GRC-116294,2025-05-28,19:25:00,101,Fresh Market,Rochester,NY,North-East,REG-08,EMP-506,CUST-215707,25-34,Yes,Gold,BOPIS,Website,SKU-FOOD-8178,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,6.25,5.62,10.00,SAVE10,16.86,1.89,16.86,9.00,7.86,46.62,4.00,0.67,0.00,17.53,Visa,No,0.00,Aisle 1,66,
TXN-GRC-116295,2024-05-01,05:55:00,102,Fresh Market,Buffalo,NY,North-East,REG-02,EMP-532,CUST-296153,45-54,No,None,Online,POS,SKU-FOOD-2520,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,2.49,2.49,0.00,N/A,2.49,0.00,2.49,0.90,1.59,63.86,4.00,0.10,0.00,2.59,AmEx,No,0.00,Aisle 2,60,
TXN-GRC-116296,2025-11-17,16:17:00,101,Fresh Market,Rochester,NY,North-East,REG-04,EMP-526,CUST-242199,45-54,Yes,Bronze,In-Store,POS,SKU-FOOD-8560,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,1.89,1.70,10.00,SAVE10,5.10,0.57,5.10,1.80,3.30,64.71,4.00,0.20,0.00,5.30,Visa,No,0.00,Aisle 18,188,
TXN-GRC-116297,2025-08-12,01:49:00,102,Fresh Market,Buffalo,NY,North-East,REG-06,EMP-506,CUST-298775,45-54,Yes,None,BOPIS,iOS App,SKU-FOOD-4844,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,3.99,3.59,10.00,SAVE10,3.59,0.40,3.59,1.20,2.39,66.57,4.00,0.14,0.00,3.73,Mastercard,No,0.00,Aisle 14,188,
TXN-GRC-116298,2024-01-10,07:28:00,103,Fresh Market,Syracuse,NY,North-East,REG-03,EMP-521,CUST-216194,55-64,No,None,Online,POS,SKU-FOOD-5359,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,6.25,6.25,0.00,N/A,31.25,0.00,31.25,15.00,16.25,52.00,4.00,1.25,5.99,38.49,Apple Pay,No,0.00,Aisle 16,58,
TXN-GRC-116299,2025-09-06,07:09:00,102,Fresh Market,Buffalo,NY,North-East,REG-06,EMP-547,CUST-286119,18-24,Yes,Silver,Curbside,Android App,SKU-FOOD-3401,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,2.49,2.49,0.00,N/A,2.49,0.00,2.49,0.90,1.59,63.86,4.00,0.10,0.00,2.59,Apple Pay,No,0.00,Aisle 4,175,
TXN-GRC-116300,2024-06-03,06:07:00,103,Fresh Market,Syracuse,NY,North-East,REG-06,EMP-509,CUST-227050,25-34,No,None,Online,iOS App,SKU-FOOD-5502,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,7.99,7.99,0.00,N/A,15.98,0.00,15.98,8.00,7.98,49.94,4.00,0.64,0.00,16.62,Mastercard,No,0.00,Aisle 14,67,
TXN-GRC-116301,2024-06-17,23:53:00,101,Fresh Market,Rochester,NY,North-East,REG-07,EMP-524,CUST-258706,55-64,No,None,Online,iOS App,SKU-FOOD-3094,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,6.25,6.25,0.00,N/A,31.25,0.00,31.25,15.00,16.25,52.00,4.00,1.25,0.00,32.50,Apple Pay,No,0.00,Aisle 6,47,
TXN-GRC-116302,2025-07-21,06:09:00,102,Fresh Market,Buffalo,NY,North-East,REG-01,EMP-518,CUST-240748,45-54,Yes,Platinum,In-Store,POS,SKU-FOOD-7810,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,1.89,1.89,0.00,N/A,1.89,0.00,1.89,0.60,1.29,68.25,4.00,0.08,0.00,1.97,AmEx,No,0.00,Aisle 13,36,
TXN-GRC-116303,2025-03-09,19:16:00,102,Fresh Market,Buffalo,NY,North-East,REG-07,EMP-544,CUST-200117,25-34,Yes,Platinum,BOPIS,POS,SKU-FOOD-1622,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,7.99,7.99,0.00,N/A,31.96,0.00,31.96,16.00,15.96,49.94,4.00,1.28,5.99,39.23,Visa,No,0.00,Aisle 20,11,
TXN-GRC-116304,2024-12-26,00:45:00,103,Fresh Market,Syracuse,NY,North-East,REG-05,EMP-503,CUST-209073,65+,Yes,Bronze,In-Store,iOS App,SKU-FOOD-2197,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,6.25,5.62,10.00,SAVE10,22.48,2.52,22.48,12.00,10.48,46.62,4.00,0.90,5.99,29.37,Visa,No,0.00,Aisle 17,129,
TXN-GRC-116305,2024-07-10,00:14:00,102,Fresh Market,Buffalo,NY,North-East,REG-03,EMP-534,CUST-246858,45-54,Yes,Silver,Curbside,POS,SKU-FOOD-2218,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,3.99,3.59,10.00,SAVE10,3.59,0.40,3.59,1.20,2.39,66.57,4.00,0.14,0.00,3.73,Mastercard,No,0.00,Aisle 7,81,
TXN-GRC-116306,2025-03-19,17:33:00,101,Fresh Market,Rochester,NY,North-East,REG-04,EMP-544,CUST-251972,55-64,No,None,BOPIS,Android App,SKU-FOOD-5678,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,5.49,5.49,0.00,N/A,21.96,0.00,21.96,7.20,14.76,67.21,4.00,0.88,0.00,22.84,Apple Pay,No,0.00,Aisle 14,104,
TXN-GRC-116307,2025-01-13,10:31:00,102,Fresh Market,Buffalo,NY,North-East,REG-07,EMP-515,CUST-281218,25-34,No,None,Curbside,Website,SKU-FOOD-3625,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,4.50,4.50,0.00,N/A,4.50,0.00,4.50,2.10,2.40,53.33,4.00,0.18,0.00,4.68,Mastercard,No,0.00,Aisle 11,126,
TXN-GRC-116308,2025-09-15,13:06:00,102,Fresh Market,Buffalo,NY,North-East,REG-02,EMP-538,CUST-241255,25-34,No,None,In-Store,Android App,SKU-FOOD-4375,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,4.50,3.60,20.00,SAVE10,14.40,3.60,14.40,8.40,6.00,41.67,4.00,0.58,0.00,14.98,Cash,No,0.00,Aisle 10,170,
TXN-GRC-116309,2025-05-31,13:11:00,101,Fresh Market,Rochester,NY,North-East,REG-02,EMP-513,CUST-296777,55-64,Yes,Platinum,Online,POS,SKU-FOOD-7159,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,7.99,7.19,10.00,SAVE10,21.57,2.40,21.57,12.00,9.57,44.37,4.00,0.86,0.00,22.43,Mastercard,No,0.00,Aisle 7,194,
TXN-GRC-116310,2024-04-30,12:17:00,102,Fresh Market,Buffalo,NY,North-East,REG-05,EMP-546,CUST-247053,55-64,Yes,Bronze,Curbside,POS,SKU-FOOD-9498,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,15.99,12.79,20.00,SAVE10,38.37,9.60,38.37,25.50,12.87,33.54,4.00,1.53,0.00,39.90,EBT,No,0.00,Aisle 17,48,
TXN-GRC-116311,2024-07-26,00:52:00,103,Fresh Market,Syracuse,NY,North-East,REG-01,EMP-524,CUST-264167,18-24,No,None,Online,Android App,SKU-FOOD-9487,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,3.99,3.99,0.00,N/A,11.97,0.00,11.97,3.60,8.37,69.92,4.00,0.48,0.00,12.45,Visa,No,0.00,Aisle 18,111,
TXN-GRC-116312,2024-12-22,20:03:00,101,Fresh Market,Rochester,NY,North-East,REG-05,EMP-511,CUST-299738,35-44,No,None,Curbside,iOS App,SKU-FOOD-6107,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,2.49,1.99,20.00,SAVE10,7.96,2.00,7.96,3.60,4.36,54.77,4.00,0.32,5.99,14.27,Mastercard,No,0.00,Aisle 19,56,
TXN-GRC-116313,2024-02-23,16:50:00,101,Fresh Market,Rochester,NY,North-East,REG-06,EMP-530,CUST-253292,55-64,Yes,Bronze,Curbside,iOS App,SKU-FOOD-3703,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,3.99,3.99,0.00,N/A,7.98,0.00,7.98,2.40,5.58,69.92,4.00,0.32,0.00,8.30,Cash,No,0.00,Aisle 12,184,
TXN-GRC-116314,2024-09-12,01:42:00,101,Fresh Market,Rochester,NY,North-East,REG-03,EMP-503,CUST-230187,65+,No,None,BOPIS,iOS App,SKU-FOOD-8164,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,5.49,5.49,0.00,N/A,5.49,0.00,5.49,1.80,3.69,67.21,4.00,0.22,0.00,5.71,Apple Pay,No,0.00,Aisle 3,47,
TXN-GRC-116315,2025-03-07,02:22:00,103,Fresh Market,Syracuse,NY,North-East,REG-02,EMP-541,CUST-251840,18-24,No,None,In-Store,Website,SKU-FOOD-6299,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,5.49,4.94,10.00,SAVE10,4.94,0.55,4.94,1.80,3.14,63.56,4.00,0.20,0.00,5.14,EBT,No,0.00,Aisle 12,23,
TXN-GRC-116316,2024-06-07,08:57:00,102,Fresh Market,Buffalo,NY,North-East,REG-05,EMP-507,CUST-267750,18-24,Yes,Silver,BOPIS,Website,SKU-FOOD-4937,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,4.50,3.60,20.00,SAVE10,14.40,3.60,14.40,8.40,6.00,41.67,4.00,0.58,0.00,14.98,Mastercard,No,0.00,Aisle 9,83,
TXN-GRC-116317,2024-09-09,00:12:00,103,Fresh Market,Syracuse,NY,North-East,REG-07,EMP-527,CUST-282181,18-24,No,None,BOPIS,Android App,SKU-FOOD-7647,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,3.99,3.19,20.00,SAVE10,12.76,3.20,12.76,4.80,7.96,62.38,4.00,0.51,0.00,13.27,Apple Pay,No,0.00,Aisle 9,53,
TXN-GRC-116318,2024-12-25,16:52:00,101,Fresh Market,Rochester,NY,North-East,REG-04,EMP-511,CUST-220441,18-24,Yes,Platinum,Online,Website,SKU-FOOD-3717,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,7.99,7.99,0.00,N/A,31.96,0.00,31.96,16.00,15.96,49.94,4.00,1.28,0.00,33.24,Visa,No,0.00,Aisle 18,150,
TXN-GRC-116319,2024-09-10,06:05:00,101,Fresh Market,Rochester,NY,North-East,REG-07,EMP-520,CUST-237932,65+,Yes,None,BOPIS,iOS App,SKU-FOOD-1143,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,7.99,7.99,0.00,N/A,23.97,0.00,23.97,12.00,11.97,49.94,4.00,0.96,0.00,24.93,Cash,No,0.00,Aisle 8,177,
TXN-GRC-116320,2025-11-05,08:10:00,102,Fresh Market,Buffalo,NY,North-East,REG-02,EMP-529,CUST-281876,35-44,Yes,Platinum,Online,iOS App,SKU-FOOD-7119,BI-14,Penne Rigate 16oz,Pantry,Pasta,Dry Pasta,BellaItalia,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,1.89,1.89,0.00,N/A,9.45,0.00,9.45,3.00,6.45,68.25,4.00,0.38,0.00,9.83,EBT,No,0.00,Aisle 17,60,
TXN-GRC-116321,2024-12-12,20:19:00,102,Fresh Market,Buffalo,NY,North-East,REG-02,EMP-515,CUST-212284,18-24,No,None,BOPIS,Website,SKU-FOOD-2234,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,7.99,6.39,20.00,SAVE10,25.56,6.40,25.56,16.00,9.56,37.40,4.00,1.02,0.00,26.58,Mastercard,No,0.00,Aisle 10,16,
TXN-GRC-116322,2025-06-03,20:52:00,102,Fresh Market,Buffalo,NY,North-East,REG-02,EMP-539,CUST-200919,35-44,Yes,Gold,Curbside,POS,SKU-FOOD-9517,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,7.99,6.39,20.00,SAVE10,31.95,8.00,31.95,20.00,11.95,37.40,4.00,1.28,5.99,39.22,AmEx,No,0.00,Aisle 18,100,
TXN-GRC-116323,2025-02-22,16:47:00,103,Fresh Market,Syracuse,NY,North-East,REG-06,EMP-537,CUST-239748,45-54,No,None,Online,POS,SKU-FOOD-9598,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,5.49,4.39,20.00,SAVE10,13.17,3.30,13.17,5.40,7.77,59.00,4.00,0.53,0.00,13.70,AmEx,No,0.00,Aisle 16,125,
TXN-GRC-116324,2024-03-05,23:16:00,102,Fresh Market,Buffalo,NY,North-East,REG-06,EMP-501,CUST-204367,18-24,No,None,Curbside,Android App,SKU-FOOD-6991,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,4.50,4.50,0.00,N/A,4.50,0.00,4.50,2.10,2.40,53.33,4.00,0.18,0.00,4.68,EBT,No,0.00,Aisle 17,127,
TXN-GRC-116325,2025-02-03,12:25:00,103,Fresh Market,Syracuse,NY,North-East,REG-02,EMP-513,CUST-285911,18-24,Yes,Bronze,In-Store,iOS App,SKU-FOOD-4388,DP-10,Gallon Whole Milk,Dairy,Milk & Cream,Whole Milk,DairyPure,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,5,4.50,3.60,20.00,SAVE10,18.00,4.50,18.00,10.50,7.50,41.67,4.00,0.72,0.00,18.72,AmEx,No,0.00,Aisle 9,81,
TXN-GRC-116326,2025-05-15,09:32:00,103,Fresh Market,Syracuse,NY,North-East,REG-07,EMP-510,CUST-276504,45-54,Yes,Silver,Curbside,Android App,SKU-FOOD-4940,AO-22,Fresh Sourdough Loaf,Bakery,Bread,Sourdough,Artisan Oven,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,5.49,5.49,0.00,N/A,10.98,0.00,10.98,3.60,7.38,67.21,4.00,0.44,0.00,11.42,AmEx,No,0.00,Aisle 1,157,
TXN-GRC-116327,2024-07-29,15:07:00,101,Fresh Market,Rochester,NY,North-East,REG-02,EMP-525,CUST-286194,65+,Yes,None,BOPIS,Android App,SKU-FOOD-4212,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,6.25,6.25,0.00,N/A,12.50,0.00,12.50,6.00,6.50,52.00,4.00,0.50,0.00,13.00,Mastercard,No,0.00,Aisle 1,157,
TXN-GRC-116328,2025-03-23,12:18:00,102,Fresh Market,Buffalo,NY,North-East,REG-06,EMP-519,CUST-286176,45-54,Yes,Silver,Online,iOS App,SKU-FOOD-2467,LF-02,Honeycrisp Apples (lb),Produce,Fruit,Apples,Local Farms,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,2.49,2.49,0.00,N/A,4.98,0.00,4.98,1.80,3.18,63.86,4.00,0.20,0.00,5.18,Mastercard,No,0.00,Aisle 1,41,
TXN-GRC-116329,2025-01-01,00:27:00,101,Fresh Market,Rochester,NY,North-East,REG-05,EMP-518,CUST-210368,35-44,Yes,Gold,Curbside,iOS App,SKU-FOOD-1620,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,3,15.99,12.79,20.00,SAVE10,38.37,9.60,38.37,25.50,12.87,33.54,4.00,1.53,0.00,39.90,Visa,No,0.00,Aisle 6,185,
TXN-GRC-116330,2024-09-06,15:11:00,103,Fresh Market,Syracuse,NY,North-East,REG-02,EMP-514,CUST-248388,45-54,Yes,Bronze,Online,iOS App,SKU-FOOD-7531,BC-05,Ribeye Steak 12oz,Meat,Beef,Steaks,Butcher's Choice,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,2,15.99,15.99,0.00,N/A,31.98,0.00,31.98,17.00,14.98,46.84,4.00,1.28,0.00,33.26,Apple Pay,No,0.00,Aisle 13,184,
TXN-GRC-116331,2025-05-17,19:22:00,103,Fresh Market,Syracuse,NY,North-East,REG-01,EMP-513,CUST-293109,18-24,Yes,Silver,Online,iOS App,SKU-FOOD-7500,FZ-01,12-Pack Cola,Beverages,Soda,Cola,FizzCo,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,7.99,7.99,0.00,N/A,7.99,0.00,7.99,4.00,3.99,49.94,4.00,0.32,0.00,8.31,AmEx,No,0.00,Aisle 4,81,
TXN-GRC-116332,2024-04-09,20:33:00,103,Fresh Market,Syracuse,NY,North-East,REG-04,EMP-512,CUST-242324,35-44,No,None,In-Store,POS,SKU-FOOD-8498,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,6.25,5.62,10.00,SAVE10,22.48,2.52,22.48,12.00,10.48,46.62,4.00,0.90,5.99,29.37,Apple Pay,No,0.00,Aisle 20,121,
TXN-GRC-116333,2025-08-13,02:32:00,103,Fresh Market,Syracuse,NY,North-East,REG-02,EMP-529,CUST-224137,25-34,No,None,In-Store,iOS App,SKU-FOOD-8535,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,4,3.99,3.19,20.00,SAVE10,12.76,3.20,12.76,4.80,7.96,62.38,4.00,0.51,0.00,13.27,Apple Pay,No,0.00,Aisle 17,198,
TXN-GRC-116334,2024-06-14,20:02:00,102,Fresh Market,Buffalo,NY,North-East,REG-05,EMP-533,CUST-211276,65+,Yes,Gold,Curbside,POS,SKU-FOOD-8616,CS-09,Vanilla Bean Pint,Frozen,Ice Cream,Pints,ColdScoop,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,6.25,6.25,0.00,N/A,6.25,0.00,6.25,3.00,3.25,52.00,4.00,0.25,0.00,6.50,AmEx,No,0.00,Aisle 4,37,
TXN-GRC-116335,2025-01-15,00:33:00,101,Fresh Market,Rochester,NY,North-East,REG-02,EMP-521,CUST-283115,35-44,Yes,Gold,In-Store,Android App,SKU-FOOD-1031,GL-01,Organic Spinach,Produce,Vegetables,Leafy Greens,GreenLeaf,N/A,N/A,N/A,Fresh/Packaged,Year-Round,Pantry Essentials,1,3.99,3.19,20.00,SAVE10,3.19,0.80,3.19,1.20,1.99,62.38,4.00,0.13,0.00,3.32,AmEx,No,0.00,Aisle 7,168,
